title,console,genre_x,publisher,developer_x,critic_score,total_sales,release_date_x,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,user_score,Title,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,company,stock
X-Men Legends,XB,Role-Playing,Activision,Raven Software,82.0,0.9,2004-09-21,0.62,0.24,0.0,0.04,0.9,63.0,14.0,T,,,,,,,85.0,X-Men Legends,RavenSoftware,Role-Playing;Action RPG,XB,82.0,80.0,1-4 ,Activision Blizzard,ATVI
Fossil Fighters,DS,Role-Playing,Nintendo,RED Entertainment,69.0,0.89,2009-08-10,0.83,0.0,0.0,0.06,0.89,17.0,15.0,E,,,,,,,79.0,,,,,,,,Nintendo,NTDOY
Sonic Chronicles: The Dark Brotherhood,DS,Role-Playing,Sega,BioWare Corp.,73.0,0.88,2008-09-30,0.5,0.29,0.01,0.08,0.88,55.0,81.0,E,,,,,,,73.0,,,,,,,,Sega,6460.T
Kingdoms of Amalur: Reckoning,X360,Role-Playing,Electronic Arts,38 Studios,80.0,0.87,2012-02-07,0.55,0.24,0.01,0.07,0.87,71.0,446.0,M,,,,,,,77.0,Kingdoms of Amalur: Reckoning,BigHugeGames,PC-style RPG;Role-Playing;Action RPG;Action RPG,X360,80.0,78.0,No Online Multiplayer,EA,EA
Kingdom Hearts Re: Chain of Memories,PS2,Role-Playing,Square Enix,Jupiter Corporation,72.0,0.87,2008-12-02,0.73,0.03,0.0,0.12,0.87,20.0,105.0,E10+,,,,,,,72.0,,,,,,,,Square Enix,SQNXF
Vagrant Story,PS,Role-Playing,Square EA,SquareSoft,93.0,0.87,2000-05-15,0.3,0.2,0.3,0.06,0.87,19.0,129.0,T,,,,,,,83.0,Vagrant Story,SquareSoft,Role-Playing;Action RPG,PS,92.0,85.0,1 Player,Square Enix,SQNXF
Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,Square Enix,Square Enix,86.0,0.86,2014-03-18,0.16,0.24,0.28,0.12,0.8,14.0,223.0,T,13.0,1.0,0.0,32.0,2.0,0.0,85.0,Final Fantasy X / X-2 HD Remaster,Virtuos,Miscellaneous;Compilation,PSV,86.0,86.0,No Online Multiplayer,Square Enix,SQNXF
Tales of the Abyss,3DS,Role-Playing,Namco Bandai,Namco Tales Studio,73.0,0.86,2012-02-14,0.43,0.19,0.14,0.06,0.83,33.0,197.0,T,19.0,13.0,1.0,18.0,8.0,2.0,76.0,,,,,,,No Online Multiplayer,Bandai Namco,7832.T
Kingdoms of Amalur: Reckoning,PS3,Role-Playing,Electronic Arts,38 Studios,81.0,0.85,2012-02-07,0.37,0.29,0.09,0.11,0.85,34.0,376.0,M,,,,,,,76.0,Kingdoms of Amalur: Reckoning,BigHugeGames,Role-Playing;PC-style RPG;Action RPG,PS3,81.0,77.0,No Online Multiplayer,EA,EA
Xenoblade Chronicles X,WiiU,Role-Playing,Nintendo,Monolith Soft,81.0,0.84,2015-12-04,0.36,0.28,0.14,0.06,0.84,87.0,1548.0,T,77.0,10.0,0.0,220.0,20.0,21.0,89.0,Xenoblade Chronicles X,MonolithSoft,Action RPG;Role-Playing;Action RPG,WiiU,84.0,89.0,Up to 32 ,Nintendo,NTDOY
Rogue Galaxy,PS2,Role-Playing,Sony Computer Entertainment,Level 5,83.0,0.84,2007-01-30,0.24,0.16,0.39,0.05,0.84,59.0,89.0,T,,,,,,,75.0,Rogue Galaxy,Level5,Role-Playing;Action RPG,PS2,83.0,84.0,1 Player,Sony,SONY
Dragon Age II,PS3,Role-Playing,Electronic Arts,BioWare Corp.,77.0,0.83,2011-03-08,0.4,0.26,0.05,0.11,0.83,52.0,1197.0,M,,,,,,,43.0,Dragon Age II,BioWare,Role-Playing;PC-style RPG;Action RPG,PS3,82.0,43.0,No Online Multiplayer,EA,EA
Marvel: Ultimate Alliance,PS2,Role-Playing,Activision,Raven Software,81.0,0.82,2006-10-24,0.69,0.03,0.0,0.11,0.82,29.0,33.0,T,,,,,,,82.0,Marvel: Ultimate Alliance,RavenSoftware,Role-Playing;Action RPG,PS2,81.0,81.0,4  Online,Activision Blizzard,ATVI
Shin Megami Tensei: Persona 4,PS2,Role-Playing,Atlus,Atlus,92.0,0.82,2008-12-08,0.34,0.04,0.36,0.08,0.82,47.0,634.0,M,,,,,,,89.0,Shin Megami Tensei: Persona 4,AtlusCo.,Role-Playing;Console-style RPG,PS2,90.0,89.0,1 Player,Sega,SGAMY
Tales of Destiny II,PS,Role-Playing,Namco,Telenet Japan / Wolfteam,75.0,0.81,2001-09-10,0.06,0.04,0.66,0.05,0.81,9.0,31.0,T,,,,,,,87.0,Tales of Destiny II,Namco,Role-Playing;Console-style RPG,PS,78.0,84.0,1 Player,Bandai Namco,7832.T
Golden Sun: Dark Dawn,DS,Role-Playing,Nintendo,Camelot Software Planning,80.0,0.81,2010-11-29,0.51,0.09,0.13,0.05,0.78,63.0,86.0,E10+,,,,,,,81.0,Golden Sun: Dark Dawn,CamelotSoftwarePlanning,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,79.0,82.0,No Online Multiplayer,Nintendo,NTDOY
Final Fantasy Anthology,PS,Role-Playing,Square EA,SquareSoft,86.0,0.8,1999-09-30,0.45,0.3,0.0,0.05,0.8,14.0,28.0,T,,,,,,,81.0,Final Fantasy Anthology,SquareSoft,Role-Playing;Console-style RPG,PS,80.0,84.0,1-2 ,Square Enix,SQNXF
Dragon's Dogma,X360,Role-Playing,Capcom,Capcom,75.0,0.79,2012-05-22,0.42,0.23,0.07,0.06,0.79,59.0,320.0,M,,,,,,,78.0,,,,,,,,Capcom,CCOEF
Star Ocean: The Last Hope,X360,Role-Playing,Square Enix,tri-Ace,73.0,0.79,2009-02-24,0.32,0.2,0.21,0.06,0.79,56.0,150.0,T,,,,,,,80.0,,,,,,,,Square Enix,SQNXF
Too Human,X360,Role-Playing,Microsoft Game Studios,Silicon Knights,65.0,0.78,2008-08-19,0.38,0.29,0.03,0.08,0.78,80.0,458.0,T,,,,,,,70.0,,,,,,,,Microsoft,MSFT
The World Ends With You,DS,Role-Playing,Square Enix,Square Enix,86.0,0.78,2008-04-21,0.49,0.04,0.21,0.04,0.78,59.0,283.0,T,,,,,,,89.0,,,,,,,,Square Enix,SQNXF
Dragon Age: Inquisition,PC,Role-Playing,Electronic Arts,BioWare Edmonton,85.0,0.78,2014-11-18,0.33,0.34,0.0,0.06,0.73,45.0,3926.0,M,40.0,5.0,0.0,512.0,294.0,644.0,59.0,Dragon Age: Inquisition,BioWare,PC-style RPG;Role-Playing;General;Action RPG;Western-Style,PC,85.0,59.0,Up to 4 ,EA,EA
Unlimited Saga,PS2,Role-Playing,Square Enix,SquareSoft,49.0,0.77,2003-06-17,0.1,0.08,0.56,0.03,0.77,26.0,29.0,T,,,,,,,30.0,,,,,,,,Square Enix,SQNXF
Dark Souls II,X360,Role-Playing,Namco Bandai Games,From Software,91.0,0.75,2015-04-07,0.48,0.18,0.01,0.07,0.74,30.0,915.0,T,,,,,,,79.0,Dark Souls II,FromSoftware,Action RPG;Role-Playing;Action RPG,X360,91.0,79.0,Up to 4 ,Bandai Namco,7832.T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,Role-Playing,Square Enix,Square Enix,81.0,0.75,2008-06-24,0.38,0.03,0.3,0.04,0.75,47.0,106.0,E10+,,,,,,,69.0,Final Fantasy Tactics A2: Grimoire of the Rift,SquareEnix,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,DS,80.0,71.0,2 ,Square Enix,SQNXF
Lords of the Fallen,PC,Role-Playing,Namco Bandai Games,DECK13 Interactive,73.0,0.03,2014-10-28,0.0,0.03,0.0,0.0,0.03,36.0,583.0,M,14.0,22.0,0.0,66.0,32.0,34.0,69.0,,,,,,,No Online Multiplayer,Bandai Namco,7832.T
Tales of Vesperia,X360,Role-Playing,Namco Bandai,Namco Tales Studio,81.0,0.74,2008-08-26,0.32,0.17,0.19,0.05,0.74,67.0,264.0,T,,,,,,,92.0,Tales of Vesperia,BandaiNamcoGames,Role-Playing;Console-style RPG;Action RPG;Console-style RPG;Japanese-Style,X360,79.0,83.0,No Online Multiplayer,Bandai Namco,7832.T
Resonance of Fate,PS3,Role-Playing,Sega,tri-Ace,75.0,0.74,2010-03-16,0.2,0.21,0.24,0.08,0.73,42.0,136.0,T,,,,,,,82.0,,,,,,,,Sega,6460.T
Marvel: Ultimate Alliance 2,PS3,Role-Playing,Activision,Vicarious Visions,78.0,0.74,2009-09-15,0.49,0.15,0.0,0.09,0.73,48.0,51.0,T,,,,,,,73.0,,,,,,,,Activision Blizzard,ATVI
Sword of Mana,GBA,Role-Playing,Nintendo,Brownie Brown,72.0,0.74,2003-12-01,0.31,0.11,0.3,0.02,0.74,31.0,25.0,E,,,,,,,83.0,,,,,,,,Nintendo,NTDOY
Final Fantasy XIII-2,X360,Role-Playing,Square Enix,Square Enix,79.0,0.73,2012-01-31,0.36,0.29,0.02,0.06,0.73,50.0,268.0,T,,,,,,,63.0,Final Fantasy XIII-2,SquareEnix,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,X360,79.0,63.0,not specified,Square Enix,SQNXF
Star Ocean: The Last Hope International,PS3,Role-Playing,Square Enix,tri-Ace,81.0,0.73,2010-02-09,0.28,0.15,0.22,0.07,0.72,45.0,155.0,T,,,,,,,95.0,,,,,,,,Square Enix,SQNXF
Deus Ex: Mankind Divided,PS4,Role-Playing,Square Enix,Eidos Montreal,84.0,0.72,2016-08-23,0.11,0.21,0.0,0.06,0.38,59.0,511.0,M,53.0,6.0,0.0,77.0,39.0,23.0,76.0,Deus Ex: Mankind Divided,EidosMontreal,Action Adventure;General,PS4,84.0,76.0,No Online Multiplayer,Square Enix,SQNXF
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Role-Playing,Square Enix,Genius Sonority Inc./Eighting,65.0,0.71,2008-02-19,0.18,0.01,0.5,0.02,0.7,43.0,21.0,T,,,,,,,59.0,,,,,,,,Square Enix,SQNXF
Infinite Undiscovery,X360,Role-Playing,Square Enix,tri-Ace,68.0,0.7,2008-09-02,0.34,0.18,0.12,0.06,0.7,60.0,158.0,T,,,,,,,70.0,,,,,,,,Square Enix,SQNXF
Jade Empire,XB,Role-Playing,Microsoft Game Studios,BioWare Corp.,90.0,0.7,2005-04-12,0.48,0.19,0.0,0.03,0.7,84.0,113.0,M,,,,,,,86.0,Jade Empire,BioWare,Role-Playing;Action RPG,XB,89.0,85.0,1 Player,Microsoft,MSFT
Bravely Second: End Layer,3DS,Role-Playing,Nintendo,Silicon Studio,74.0,0.49,2016-04-15,0.17,0.1,0.18,0.03,0.49,70.0,103.0,T,58.0,12.0,0.0,12.0,10.0,4.0,74.0,Bravely Second: End Layer,SiliconStudio,Role-Playing;Japanese-Style,3DS,81.0,81.0,No Online Multiplayer,Nintendo,NTDOY
The Last Remnant,X360,Role-Playing,Square Enix,Square Enix,65.0,0.68,2008-11-20,0.25,0.2,0.18,0.06,0.68,49.0,122.0,M,,,,,,,80.0,,,,,,,,Square Enix,SQNXF
Suikoden II,PS,Role-Playing,Konami,Konami,85.0,0.68,1999-09-29,0.15,0.1,0.38,0.04,0.68,8.0,162.0,T,,,,,,,84.0,Suikoden II,Konami,Role-Playing;Console-style RPG,PS,82.0,86.0,1 Player,Konami,9766.T
.hack//Mutation Part 2,PS2,Role-Playing,Bandai,CyberConnect2,75.0,0.68,2003-05-07,0.23,0.18,0.2,0.06,0.68,24.0,81.0,T,,,,,,,89.0,,,,,,,,Bandai Namco,7832.T
Fossil Fighters: Champions,DS,Role-Playing,Nintendo,RED Entertainment,68.0,0.67,2011-11-14,0.31,0.0,0.34,0.02,0.67,8.0,11.0,E,,,,,,,71.0,,,,,,,,Nintendo,NTDOY
Mass Effect,PC,Role-Playing,Electronic Arts,BioWare / Demiurge Studios,91.0,0.67,2008-05-28,0.0,0.59,0.0,0.08,0.67,45.0,2386.0,M,,,,,,,86.0,Mass Effect,"BioWare,DemiurgeStudios",Role-Playing;Action RPG;Console-style RPG;Japanese-Style;Western-Style,PC,89.0,86.0,No Online Multiplayer,EA,EA
Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,Square Enix,Square Enix,77.0,0.66,2008-03-11,0.22,0.01,0.42,0.02,0.66,41.0,25.0,E10+,,,,,,,72.0,,,,,,,,Square Enix,SQNXF
Darkstone,PS,Role-Playing,Take-Two Interactive,Delphine Software International,67.0,0.66,2001-01-28,0.37,0.25,0.0,0.04,0.66,10.0,12.0,T,,,,,,,83.0,,,,,,,,Take Two Interactive,TTWO
Suikoden IV,PS2,Role-Playing,Konami,Konami Computer Entertainment Tokyo,63.0,0.66,2005-01-11,0.17,0.13,0.3,0.05,0.66,44.0,47.0,T,,,,,,,73.0,,,,,,,,Konami,9766.T
Drakengard,PS2,Role-Playing,Square Enix,Cavia Inc.,63.0,0.65,2004-03-02,0.19,0.15,0.26,0.05,0.65,55.0,88.0,M,,,,,,,91.0,,,,,,,,Square Enix,SQNXF
Champions: Return to Arms,PS2,Role-Playing,Sony Online Entertainment,Snowblind Studios,77.0,0.65,2005-02-07,0.32,0.25,0.0,0.08,0.65,48.0,43.0,T,,,,,,,88.0,,,,,,,,Sony,SONY
Star Ocean: First Departure,PSP,Role-Playing,Square Enix,TOSE Software,75.0,0.65,2008-10-21,0.2,0.13,0.22,0.09,0.64,32.0,28.0,T,,,,,,,74.0,,,,,,,,Square Enix,SQNXF
Shin Megami Tensei: Persona 3 Portable,PSP,Role-Playing,Atlus,Atlus Co.,89.0,0.64,2010-07-06,0.18,0.06,0.34,0.05,0.63,40.0,317.0,M,,,,,,,83.0,Shin Megami Tensei: Persona 3 Portable,Atlus,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,89.0,84.0,No Online Multiplayer,Sega,SGAMY
Phantasy Star Portable,PSP,Role-Playing,Sega,Alfa System,71.0,0.94,2009-03-03,0.19,0.06,0.63,0.05,0.94,38.0,19.0,T,,,,,,,91.0,,,,,,,,Sega,6460.T
Dungeon Siege III,PC,Role-Playing,Square Enix,Obsidian Entertainment,73.0,0.17,2011-06-21,0.08,0.08,0.0,0.02,0.17,37.0,399.0,T,16.0,20.0,1.0,36.0,38.0,106.0,47.0,,,,,,,4  Online,Square Enix,SQNXF
X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,Activision,Raven Software,85.0,0.63,2005-09-20,0.53,0.02,0.0,0.09,0.63,44.0,41.0,T,,,,,,,73.0,X-Men Legends II: Rise of Apocalypse,RavenSoftware,Role-Playing;Action RPG,PS2,82.0,75.0,4  Online,Activision Blizzard,ATVI
White Knight Chronicles II,PS3,Role-Playing,D3 Publisher,Level 5,54.0,0.63,2011-09-13,0.23,0.09,0.27,0.04,0.63,45.0,64.0,T,,,,,,,71.0,,,,,,,,Bandai Namco,7832.T
Dragon Age II,PC,Role-Playing,Electronic Arts,BioWare Corp.,79.0,0.63,2011-03-08,0.23,0.33,0.0,0.08,0.63,45.0,4533.0,M,38.0,7.0,0.0,364.0,291.0,1017.0,45.0,Dragon Age II,BioWare,Role-Playing;PC-style RPG;Action RPG,PC,82.0,45.0,No Online Multiplayer,EA,EA
Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,Atlus,Atlus,87.0,0.63,2008-04-22,0.22,0.2,0.16,0.05,0.63,25.0,296.0,M,,,,,,,83.0,Shin Megami Tensei: Persona 3 FES,AtlusCo.,Role-Playing;Console-style RPG,PS2,89.0,84.0,1 Player,Sega,SGAMY
NieR,PS3,Role-Playing,Square Enix,Cavia Inc.,66.0,0.63,2010-04-27,0.17,0.18,0.2,0.07,0.61,58.0,263.0,M,,,,,,,84.0,,,,,,,,Square Enix,SQNXF
Wild ARMs 3,PS2,Role-Playing,Sony Computer Entertainment,Media.Vision,76.0,0.62,2002-10-15,0.16,0.13,0.29,0.04,0.62,30.0,38.0,T,,,,,,,84.0,,,,,,,,Sony,SONY
World of Final Fantasy,PS4,Role-Playing,Square Enix,Square Enix,77.0,0.62,2016-10-25,0.08,0.14,0.08,0.04,0.33,74.0,222.0,E10+,54.0,24.0,0.0,33.0,15.0,7.0,83.0,,,,,,,No Online Multiplayer,Square Enix,SQNXF
Final Fantasy IV Advance,GBA,Role-Playing,Square Enix,Square Enix,86.0,0.61,2005-12-12,0.27,0.1,0.22,0.01,0.61,30.0,70.0,E10+,,,,,,,73.0,Final Fantasy IV Advance,TOSE,Role-Playing;Console-style RPG,GBA,85.0,74.0,1 Player,Square Enix,SQNXF
Phantasy Star Portable 2,PSP,Role-Playing,Sega,Alfa System,74.0,0.87,2010-09-14,0.08,0.11,0.62,0.06,0.87,27.0,35.0,T,,,,,,,81.0,,,,,,,,Sega,6460.T
Final Fantasy Anniversary Edition,PSP,Role-Playing,Square Enix,Square Enix,74.0,0.59,2007-06-26,0.39,0.02,0.13,0.04,0.58,34.0,47.0,E10+,,,,,,,77.0,,,,,,,,Square Enix,SQNXF
Shin Megami Tensei IV,3DS,Role-Playing,Atlus,Atlus,83.0,0.59,2013-07-16,0.28,0.0,0.27,0.03,0.58,48.0,251.0,M,45.0,3.0,0.0,38.0,6.0,3.0,83.0,Shin Megami Tensei IV,Atlus,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,3DS,83.0,82.0,No Online Multiplayer,Sega,SGAMY
Final Fantasy Explorers,3DS,Role-Playing,Square Enix,Square Enix,73.0,0.59,2016-01-26,0.16,0.07,0.28,0.02,0.54,57.0,87.0,E10+,19.0,38.0,0.0,10.0,6.0,3.0,70.0,,,,,,,Up to 4 ,Square Enix,SQNXF
Romancing SaGa,PS2,Role-Playing,Square Enix,Square Enix,60.0,0.58,2005-10-11,0.06,0.04,0.47,0.01,0.58,23.0,35.0,E10+,,,,,,,80.0,,,,,,,,Square Enix,SQNXF
The Lord of the Rings: The Third Age,PS2,Role-Playing,Electronic Arts,EA Redwood Shores,73.0,0.58,2004-11-02,0.49,0.02,0.0,0.08,0.58,35.0,60.0,T,,,,,,,82.0,,,,,,,,EA,EA
Final Fantasy: The 4 Heroes of Light,DS,Role-Playing,Square Enix,Matrix Software,72.0,0.58,2010-10-05,0.22,0.1,0.23,0.03,0.58,49.0,38.0,E10+,,,,,,,71.0,,,,,,,,Square Enix,SQNXF
Digimon World 2,PS,Role-Playing,Bandai,Bandai,42.0,0.58,2001-05-19,0.23,0.16,0.16,0.04,0.58,5.0,47.0,E,,,,,,,76.0,,,,,,,,Bandai Namco,7832.T
Tales of the Abyss,PS2,Role-Playing,Namco,Namco Tales Studio,80.0,0.57,2006-10-10,0.0,0.0,0.57,0.0,0.57,22.0,109.0,T,,,,,,,84.0,Tales of the Abyss,Namco,Role-Playing;Console-style RPG,PS2,78.0,84.0,1-4 ,Bandai Namco,7832.T
3D Dot Game Heroes,PS3,Role-Playing,Atlus,Silicon Studio,75.0,0.57,2010-05-11,0.36,0.11,0.03,0.07,0.57,66.0,96.0,E10+,,,,,,,80.0,,,,,,,,Sega,SGAMY
Breath of Fire IV,PS,Role-Playing,Capcom,Capcom,84.0,0.56,2000-11-28,0.11,0.08,0.34,0.04,0.56,10.0,45.0,T,,,,,,,89.0,Breath of Fire IV,Capcom,Role-Playing;Console-style RPG,PS,83.0,89.0,1 Player,Capcom,CCOEF
Odin Sphere,PS2,Role-Playing,Atlus,Vanillaware,80.0,0.56,2007-05-22,0.23,0.18,0.09,0.06,0.56,49.0,59.0,T,,,,,,,86.0,Odin Sphere,VanillaWare,Role-Playing;Action RPG,PS2,83.0,86.0,1 Player,Sega,SGAMY
Final Fantasy IV: The Complete Collection,PSP,Role-Playing,Square Enix,Matrix Software,80.0,0.56,2011-04-19,0.13,0.09,0.27,0.06,0.56,41.0,80.0,E10+,,,,,,,75.0,Final Fantasy IV: The Complete Collection,Bullets,Role-Playing;Miscellaneous;General;Console-style RPG;Compilation;Compilation,PSP,77.0,75.0,No Online Multiplayer,Square Enix,SQNXF
The Lord of the Rings: The Return of the King,GBA,Role-Playing,Electronic Arts,Griptonite Games,74.0,0.56,2003-11-05,0.4,0.15,0.0,0.01,0.56,13.0,11.0,T,,,,,,,82.0,,,,,,,,EA,EA
Fullmetal Alchemist and the Broken Angel,PS2,Role-Playing,Square Enix,Racjin,56.0,0.56,2005-01-18,0.15,0.12,0.26,0.04,0.56,35.0,38.0,T,,,,,,,81.0,,,,,,,,Square Enix,SQNXF
Lords of the Fallen,PS4,Role-Playing,Namco Bandai Games,DECK13 Interactive,68.0,0.55,2014-10-28,0.18,0.24,0.02,0.08,0.52,45.0,425.0,M,13.0,32.0,0.0,58.0,51.0,37.0,66.0,,,,,,,No Online Multiplayer,Bandai Namco,7832.T
Mega Man Battle Network 2,GBA,Role-Playing,Capcom,Capcom,81.0,0.54,2002-06-17,0.22,0.08,0.0,0.01,0.31,15.0,21.0,E,,,,,,,90.0,Mega Man Battle Network 2,Capcom,Role-Playing;Action RPG,GBA,81.0,77.0,1-2 ,Capcom,CCOEF
Valkyria Chronicles II,PSP,Role-Playing,Sega,Sega WOW Overworks,81.0,0.54,2010-08-31,0.12,0.15,0.18,0.09,0.53,54.0,67.0,T,,,,,,,81.0,Valkyria Chronicles II,Sega,Role-Playing;Strategy;Action RPG;Turn-Based;Historic;Historic;Tactics,PSP,83.0,82.0,not specified,Sega,6460.T
Fire Emblem: Path of Radiance,GC,Role-Playing,Nintendo,Intelligent Systems,86.0,0.54,2005-10-17,0.29,0.08,0.16,0.01,0.54,42.0,141.0,T,,,,,,,89.0,Fire Emblem: Path of Radiance,IntelligentSystems,Strategy;Turn-Based;Fantasy,GC,85.0,89.0,1 Player,Nintendo,NTDOY
Tactics Ogre: Let Us Cling Together,PSP,Role-Playing,Square Enix,Square Enix,90.0,0.54,2011-02-15,0.15,0.07,0.27,0.05,0.53,49.0,102.0,T,,,,,,,88.0,Tactics Ogre: Let Us Cling Together,SquareEnix,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PSP,87.0,88.0,No Online Multiplayer,Square Enix,SQNXF
Dragon Ball: Fusions,3DS,Role-Playing,Namco Bandai Games,Ganbarion,63.0,0.54,2016-11-22,0.02,0.0,0.19,0.0,0.21,12.0,16.0,T,19.0,18.0,0.0,10.0,1.0,2.0,76.0,,,,,,,No Online Multiplayer,Bandai Namco,7832.T
Magician's Quest: Mysterious Times,DS,Role-Playing,Konami,Konami,69.0,0.53,2009-05-11,0.04,0.01,0.48,0.0,0.53,13.0,9.0,E10+,,,,,,,76.0,,,,,,,,Konami,9766.T
X-Men Legends,GC,Role-Playing,Activision,Raven Software,86.0,0.53,2004-09-21,0.41,0.11,0.0,0.01,0.53,36.0,11.0,T,,,,,,,85.0,X-Men Legends,RavenSoftware,Role-Playing;Action RPG,GC,81.0,85.0,1-4 ,Activision Blizzard,ATVI
Mystery Dungeon: Shiren the Wanderer,DS,Role-Playing,Sega,ChunSoft,71.0,0.52,2008-03-04,0.17,0.0,0.33,0.02,0.52,27.0,21.0,E,,,,,,,82.0,,,,,,,,Sega,6460.T
Tales of Symphonia: Dawn of the New World,Wii,Role-Playing,Namco Bandai,Namco Tales Studio,68.0,0.52,2008-11-11,0.21,0.04,0.24,0.02,0.52,46.0,93.0,T,,,,,,,83.0,,,,,,,,Bandai Namco,7832.T
Final Fantasy Chronicles,PS,Role-Playing,Square,TOSE,92.0,0.52,2001-06-29,0.29,0.2,0.0,0.03,0.52,15.0,37.0,T,,,,,,,91.0,Final Fantasy Chronicles,TOSE,Role-Playing;Console-style RPG,PS,89.0,90.0,1-2 ,Square Enix,SQNXF
The 3rd Birthday,PSP,Role-Playing,Square Enix,HexaDrive,70.0,0.52,2011-03-29,0.13,0.07,0.27,0.05,0.51,56.0,113.0,M,,,,,,,61.0,,,,,,,,Square Enix,SQNXF
Final Fantasy II Anniversary Edition,PSP,Role-Playing,Square Enix,Square Enix,65.0,0.51,2007-07-24,0.36,0.02,0.07,0.04,0.5,31.0,24.0,T,,,,,,,71.0,,,,,,,,Square Enix,SQNXF
Dragon Age: Origins,PC,Role-Playing,Electronic Arts,BioWare Corp.,91.0,0.5,2009-11-03,0.0,0.46,0.0,0.05,0.51,67.0,3542.0,M,,,,,,,86.0,Dragon Age: Origins,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91.0,87.0,No Online Multiplayer,EA,EA
Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,Atlus,Quest Corporation,85.0,0.5,2002-05-11,0.13,0.05,0.31,0.01,0.5,20.0,26.0,E,,,,,,,91.0,Tactics Ogre: The Knight of Lodis,Quest,Strategy;Turn-Based;Fantasy,GBA,88.0,89.0,1-2 ,Sega,SGAMY
Monster Hunter,PS2,Role-Playing,Capcom,Capcom,68.0,0.5,2004-09-21,0.11,0.08,0.28,0.03,0.5,37.0,46.0,T,,,,,,,89.0,,,,,,,,Capcom,CCOEF
Dragon's Crown,PS3,Role-Playing,Atlus,Vanillaware,82.0,0.5,2013-08-06,0.25,0.07,0.17,0.05,0.53,62.0,288.0,T,,,,,,,83.0,Dragon's Crown,Vanillaware,Role-Playing;Action RPG;Action;Beat-'Em-Up;Beat-'Em-Up;2D,PS3,82.0,84.0,Up to 4 ,Sega,SGAMY
Grandia III,PS2,Role-Playing,Square Enix,Game Arts,75.0,0.49,2006-02-14,0.12,0.1,0.24,0.03,0.49,38.0,53.0,T,,,,,,,83.0,,,,,,,,Square Enix,SQNXF
Tales of Legendia,PS2,Role-Playing,Namco,Namco / Team MelFes,72.0,0.49,2006-02-07,0.07,0.05,0.35,0.02,0.49,37.0,38.0,T,,,,,,,85.0,,,,,,,,Bandai Namco,7832.T
Children of Mana,DS,Role-Playing,Nintendo,Next Entertainment,70.0,0.48,2006-11-01,0.16,0.01,0.29,0.01,0.48,34.0,21.0,E10+,,,,,,,60.0,,,,,,,,Nintendo,NTDOY
Valkyrie Profile 2: Silmeria,PS2,Role-Playing,Square Enix,tri-Ace,84.0,0.47,2006-09-26,0.04,0.03,0.39,0.01,0.47,45.0,59.0,T,,,,,,,90.0,Valkyrie Profile 2: Silmeria,Tri-Ace,Role-Playing;Console-style RPG,PS2,84.0,89.0,1 Player,Square Enix,SQNXF
Final Fantasy Crystal Chronicles: Echoes of Time,DS,Role-Playing,Square Enix,Square Enix,77.0,0.47,2009-03-24,0.12,0.06,0.27,0.02,0.47,37.0,21.0,E10+,,,,,,,73.0,,,,,,,,Square Enix,SQNXF
.hack//Outbreak Part 3,PS2,Role-Playing,Bandai,CyberConnect2,71.0,0.46,2003-09-09,0.14,0.11,0.17,0.04,0.46,23.0,19.0,T,,,,,,,87.0,,,,,,,,Bandai Namco,7832.T
Shin Megami Tensei: Persona 3,PS2,Role-Playing,Atlus,Atlus Co.,87.0,0.45,2007-08-14,0.22,0.03,0.0,0.2,0.45,52.0,116.0,M,,,,,,,84.0,Shin Megami Tensei: Persona 3,AtlusCo.,Role-Playing;Console-style RPG,PS2,86.0,84.0,1 Player,Sega,SGAMY
Tales of Zestiria,PS4,Role-Playing,Namco Bandai Games,Namco Bandai Games,72.0,0.45,2015-10-20,0.17,0.15,0.02,0.06,0.4,59.0,315.0,T,32.0,26.0,1.0,26.0,24.0,16.0,68.0,,,,,,,No Online Multiplayer,Bandai Namco,7832.T
Shin Megami Tensei: Devil Survivor Overclocked,3DS,Role-Playing,Atlus,Career Soft,76.0,0.44,2011-08-23,0.28,0.01,0.06,0.03,0.38,27.0,97.0,T,19.0,7.0,1.0,18.0,4.0,3.0,82.0,Shin Megami Tensei: Devil Survivor Overclocked,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,3DS,78.0,76.0,No Online Multiplayer,Sega,SGAMY
